city,year,weekofyear,total_cases
iq,2010,46,7
iq,2010,47,10
iq,2010,48,14
iq,2010,49,13
iq,2010,50,8
iq,2010,51,4
iq,2011,52,3
iq,2011,1,7
iq,2011,2,11
iq,2011,3,12
iq,2011,4,11
iq,2011,5,9
iq,2011,6,9
iq,2011,7,9
iq,2011,8,8
iq,2011,9,5
iq,2011,10,3
iq,2011,11,2
iq,2011,12,3
iq,2011,13,3
iq,2011,14,2
iq,2011,15,1
iq,2011,16,1
iq,2011,17,1
iq,2011,18,1
iq,2011,19,0
iq,2011,20,0
iq,2011,21,0
iq,2011,22,0
iq,2011,23,0
iq,2011,24,0
iq,2011,25,-1
iq,2011,26,-1
iq,2011,27,0
iq,2011,28,0
iq,2011,29,0
iq,2011,30,0
iq,2011,31,0
iq,2011,32,0
iq,2011,33,0
iq,2011,34,0
iq,2011,35,0
iq,2011,36,0
iq,2011,37,2
iq,2011,38,3
iq,2011,39,3
iq,2011,40,4
iq,2011,41,6
iq,2011,42,7
iq,2011,43,7
iq,2011,44,5
iq,2011,45,3
iq,2011,46,4
iq,2011,47,8
iq,2011,48,11
iq,2011,49,10
iq,2011,50,6
iq,2011,51,1
iq,2012,52,0
iq,2012,1,4
iq,2012,2,8
iq,2012,3,9
iq,2012,4,8
iq,2012,5,7
iq,2012,6,6
iq,2012,7,6
iq,2012,8,5
iq,2012,9,3
iq,2012,10,1
iq,2012,11,0
iq,2012,12,0
iq,2012,13,0
iq,2012,14,0
iq,2012,15,0
iq,2012,16,-1
iq,2012,17,-1
iq,2012,18,-1
iq,2012,19,-1
iq,2012,20,-2
iq,2012,21,-2
iq,2012,22,-2
iq,2012,23,-2
iq,2012,24,-3
iq,2012,25,-3
iq,2012,26,-3
iq,2012,27,-3
iq,2012,28,-2
iq,2012,29,-3
iq,2012,30,-3
iq,2012,31,-3
iq,2012,32,-3
iq,2012,33,-2
iq,2012,34,-3
iq,2012,35,-3
iq,2012,36,-2
iq,2012,37,0
iq,2012,38,0
iq,2012,39,1
iq,2012,40,2
iq,2012,41,3
iq,2012,42,5
iq,2012,43,4
iq,2012,44,3
iq,2012,45,1
iq,2012,46,1
iq,2012,47,5
iq,2012,48,8
iq,2012,49,8
iq,2012,50,4
iq,2012,51,0
iq,2013,1,-1
iq,2013,2,2
iq,2013,3,6
iq,2013,4,7
iq,2013,5,6
iq,2013,6,4
iq,2013,7,4
iq,2013,8,4
iq,2013,9,3
iq,2013,10,0
iq,2013,11,-1
iq,2013,12,-2
iq,2013,13,-1
iq,2013,14,-1
iq,2013,15,-2
iq,2013,16,-3
iq,2013,17,-3
iq,2013,18,-3
iq,2013,19,-3
iq,2013,20,-4
iq,2013,21,-4
iq,2013,22,-5
iq,2013,23,-5
iq,2013,24,-5
iq,2013,25,-5
iq,2013,26,-6
