city,year,weekofyear,total_cases
sj,2011,34,45
sj,2011,35,42
sj,2011,36,34
sj,2011,37,39
sj,2011,38,43
sj,2011,39,45
sj,2011,40,35
sj,2011,41,50
sj,2011,42,41
sj,2011,43,41
sj,2011,44,37
sj,2011,45,31
sj,2011,46,48
sj,2011,47,46
sj,2011,48,37
sj,2011,49,32
sj,2011,50,39
sj,2011,51,22
sj,2012,52,21
sj,2012,1,33
sj,2012,2,23
sj,2012,3,23
sj,2012,4,18
sj,2012,5,19
sj,2012,6,21
sj,2012,7,20
sj,2012,8,21
sj,2012,9,20
sj,2012,10,20
sj,2012,11,19
sj,2012,12,17
sj,2012,13,22
sj,2012,14,20
sj,2012,15,27
sj,2012,16,19
sj,2012,17,18
sj,2012,18,39
sj,2012,19,26
sj,2012,20,44
sj,2012,21,28
sj,2012,22,35
sj,2012,23,42
sj,2012,24,34
sj,2012,25,33
sj,2012,26,36
sj,2012,27,41
sj,2012,28,49
sj,2012,29,39
sj,2012,30,46
sj,2012,31,40
sj,2012,32,42
sj,2012,33,45
sj,2012,34,50
sj,2012,35,40
sj,2012,36,40
sj,2012,37,32
sj,2012,38,33
sj,2012,39,42
sj,2012,40,34
sj,2012,41,36
sj,2012,42,43
sj,2012,43,46
sj,2012,44,45
sj,2012,45,33
sj,2012,46,54
sj,2012,47,38
sj,2012,48,38
sj,2012,49,29
sj,2012,50,25
sj,2012,51,22
sj,2013,1,21
sj,2013,2,37
sj,2013,3,19
sj,2013,4,19
sj,2013,5,21
sj,2013,6,19
sj,2013,7,21
sj,2013,8,20
sj,2013,9,20
sj,2013,10,16
sj,2013,11,19
sj,2013,12,19
sj,2013,13,21
sj,2013,14,19
sj,2013,15,35
sj,2013,16,35
sj,2013,17,23
iq,2010,26,10
iq,2010,27,7
iq,2010,28,8
iq,2010,29,8
iq,2010,30,4
iq,2010,31,10
iq,2010,32,7
iq,2010,33,10
iq,2010,34,7
iq,2010,35,10
iq,2010,36,11
iq,2010,37,10
iq,2010,38,10
iq,2010,39,10
iq,2010,40,12
iq,2010,41,10
iq,2010,42,10
iq,2010,43,12
iq,2010,44,17
iq,2010,45,5
iq,2010,46,10
iq,2010,47,12
iq,2010,48,17
iq,2010,49,17
iq,2010,50,16
iq,2010,51,12
iq,2011,52,10
iq,2011,1,10
iq,2011,2,16
iq,2011,3,7
iq,2011,4,10
iq,2011,5,5
iq,2011,6,7
iq,2011,7,11
iq,2011,8,8
iq,2011,9,12
iq,2011,10,10
iq,2011,11,10
iq,2011,12,13
iq,2011,13,11
iq,2011,14,10
iq,2011,15,10
iq,2011,16,10
iq,2011,17,8
iq,2011,18,11
iq,2011,19,6
iq,2011,20,8
iq,2011,21,7
iq,2011,22,11
iq,2011,23,6
iq,2011,24,5
iq,2011,25,5
iq,2011,26,5
iq,2011,27,8
iq,2011,28,6
iq,2011,29,5
iq,2011,30,4
iq,2011,31,5
iq,2011,32,5
iq,2011,33,5
iq,2011,34,5
iq,2011,35,5
iq,2011,36,5
iq,2011,37,7
iq,2011,38,5
iq,2011,39,5
iq,2011,40,5
iq,2011,41,8
iq,2011,42,17
iq,2011,43,7
iq,2011,44,5
iq,2011,45,8
iq,2011,46,11
iq,2011,47,11
iq,2011,48,11
iq,2011,49,11
iq,2011,50,8
iq,2011,51,8
iq,2012,52,11
iq,2012,1,10
iq,2012,2,8
iq,2012,3,9
iq,2012,4,5
iq,2012,5,11
iq,2012,6,13
iq,2012,7,9
iq,2012,8,10
iq,2012,9,5
iq,2012,10,10
iq,2012,11,6
iq,2012,12,5
iq,2012,13,10
iq,2012,14,5
iq,2012,15,11
iq,2012,16,10
iq,2012,17,7
iq,2012,18,10
iq,2012,19,5
iq,2012,20,6
iq,2012,21,5
iq,2012,22,5
iq,2012,23,5
iq,2012,24,5
iq,2012,25,5
iq,2012,26,5
iq,2012,27,6
iq,2012,28,5
iq,2012,29,6
iq,2012,30,6
iq,2012,31,5
iq,2012,32,5
iq,2012,33,5
iq,2012,34,5
iq,2012,35,5
iq,2012,36,6
iq,2012,37,7
iq,2012,38,10
iq,2012,39,9
iq,2012,40,5
iq,2012,41,12
iq,2012,42,10
iq,2012,43,10
iq,2012,44,10
iq,2012,45,10
iq,2012,46,12
iq,2012,47,12
iq,2012,48,16
iq,2012,49,12
iq,2012,50,14
iq,2012,51,11
iq,2013,1,11
iq,2013,2,9
iq,2013,3,9
iq,2013,4,10
iq,2013,5,8
iq,2013,6,11
iq,2013,7,10
iq,2013,8,11
iq,2013,9,8
iq,2013,10,11
iq,2013,11,12
iq,2013,12,12
iq,2013,13,11
iq,2013,14,11
iq,2013,15,10
iq,2013,16,11
iq,2013,17,8
iq,2013,18,5
iq,2013,19,10
iq,2013,20,10
iq,2013,21,7
iq,2013,22,8
iq,2013,23,5
iq,2013,24,5
iq,2013,25,8
iq,2013,26,4
