city,year,weekofyear,total_cases
sj,2013,5,23
sj,2013,6,22
sj,2013,7,25
sj,2013,8,14
sj,2013,9,18
sj,2013,10,13
sj,2013,11,19
sj,2013,12,19
sj,2013,13,19
sj,2013,14,18
sj,2013,15,21
sj,2013,16,58
sj,2013,17,17
iq,2010,26,8
iq,2010,27,5
iq,2010,28,10
iq,2010,29,7
iq,2010,30,4
iq,2010,31,8
iq,2010,32,7
iq,2010,33,7
iq,2010,34,5
iq,2010,35,8
iq,2010,36,11
iq,2010,37,8
iq,2010,38,8
iq,2010,39,7
iq,2010,40,9
iq,2010,41,7
iq,2010,42,11
iq,2010,43,12
iq,2010,44,11
iq,2010,45,10
iq,2010,46,8
iq,2010,47,10
iq,2010,48,13
iq,2010,49,10
iq,2010,50,11
iq,2010,51,9
iq,2011,52,7
iq,2011,1,10
iq,2011,2,11
iq,2011,3,5
iq,2011,4,9
iq,2011,5,5
iq,2011,6,9
iq,2011,7,11
iq,2011,8,10
iq,2011,9,11
iq,2011,10,8
iq,2011,11,8
iq,2011,12,12
iq,2011,13,9
iq,2011,14,8
iq,2011,15,6
iq,2011,16,10
iq,2011,17,9
iq,2011,18,9
iq,2011,19,3
iq,2011,20,6
iq,2011,21,6
iq,2011,22,9
iq,2011,23,4
iq,2011,24,5
iq,2011,25,3
iq,2011,26,5
iq,2011,27,6
iq,2011,28,3
iq,2011,29,2
iq,2011,30,4
iq,2011,31,4
iq,2011,32,3
iq,2011,33,3
iq,2011,34,3
iq,2011,35,2
iq,2011,36,2
iq,2011,37,7
iq,2011,38,3
iq,2011,39,4
iq,2011,40,4
iq,2011,41,6
iq,2011,42,12
iq,2011,43,7
iq,2011,44,5
iq,2011,45,11
iq,2011,46,11
iq,2011,47,11
iq,2011,48,11
iq,2011,49,9
iq,2011,50,8
iq,2011,51,9
iq,2012,52,10
iq,2012,1,6
iq,2012,2,7
iq,2012,3,7
iq,2012,4,4
iq,2012,5,11
iq,2012,6,16
iq,2012,7,8
iq,2012,8,13
iq,2012,9,5
iq,2012,10,9
iq,2012,11,4
iq,2012,12,3
iq,2012,13,10
iq,2012,14,4
iq,2012,15,9
iq,2012,16,11
iq,2012,17,9
iq,2012,18,8
iq,2012,19,4
iq,2012,20,5
iq,2012,21,4
iq,2012,22,3
iq,2012,23,4
iq,2012,24,4
iq,2012,25,5
iq,2012,26,4
iq,2012,27,3
iq,2012,28,4
iq,2012,29,5
iq,2012,30,4
iq,2012,31,4
iq,2012,32,3
iq,2012,33,5
iq,2012,34,3
iq,2012,35,5
iq,2012,36,4
iq,2012,37,4
iq,2012,38,5
iq,2012,39,8
iq,2012,40,8
iq,2012,41,11
iq,2012,42,11
iq,2012,43,8
iq,2012,44,10
iq,2012,45,11
iq,2012,46,9
iq,2012,47,19
iq,2012,48,10
iq,2012,49,10
iq,2012,50,12
iq,2012,51,9
iq,2013,1,10
iq,2013,2,9
iq,2013,3,6
iq,2013,4,10
iq,2013,5,4
iq,2013,6,10
iq,2013,7,10
iq,2013,8,9
iq,2013,9,8
iq,2013,10,13
iq,2013,11,10
iq,2013,12,10
iq,2013,13,9
iq,2013,14,9
iq,2013,15,8
iq,2013,16,11
iq,2013,17,8
iq,2013,18,5
iq,2013,19,8
iq,2013,20,9
iq,2013,21,5
iq,2013,22,4
iq,2013,23,4
iq,2013,24,4
iq,2013,25,5
iq,2013,26,3
