city,year,weekofyear,total_cases
sj,2013,6,-3
sj,2013,7,-5
sj,2013,8,-6
sj,2013,9,-7
sj,2013,10,-9
sj,2013,11,-11
sj,2013,12,-13
sj,2013,13,-15
sj,2013,14,-15
sj,2013,15,-16
sj,2013,16,-16
sj,2013,17,-17
iq,2010,26,6
iq,2010,27,7
iq,2010,28,7
iq,2010,29,7
iq,2010,30,7
iq,2010,31,7
iq,2010,32,7
iq,2010,33,8
iq,2010,34,7
iq,2010,35,8
iq,2010,36,9
iq,2010,37,11
iq,2010,38,12
iq,2010,39,13
iq,2010,40,14
iq,2010,41,16
iq,2010,42,17
iq,2010,43,17
iq,2010,44,15
iq,2010,45,13
iq,2010,46,14
iq,2010,47,18
iq,2010,48,22
iq,2010,49,21
iq,2010,50,16
iq,2010,51,11
iq,2011,52,10
iq,2011,1,14
iq,2011,2,19
iq,2011,3,21
iq,2011,4,19
iq,2011,5,18
iq,2011,6,18
iq,2011,7,18
iq,2011,8,16
iq,2011,9,14
iq,2011,10,11
iq,2011,11,10
iq,2011,12,11
iq,2011,13,11
iq,2011,14,11
iq,2011,15,10
iq,2011,16,9
iq,2011,17,9
iq,2011,18,9
iq,2011,19,9
iq,2011,20,8
iq,2011,21,8
iq,2011,22,8
iq,2011,23,8
iq,2011,24,7
iq,2011,25,7
iq,2011,26,7
iq,2011,27,8
iq,2011,28,8
iq,2011,29,8
iq,2011,30,7
iq,2011,31,7
iq,2011,32,8
iq,2011,33,8
iq,2011,34,8
iq,2011,35,8
iq,2011,36,9
iq,2011,37,11
iq,2011,38,13
iq,2011,39,13
iq,2011,40,14
iq,2011,41,16
iq,2011,42,18
iq,2011,43,18
iq,2011,44,16
iq,2011,45,14
iq,2011,46,15
iq,2011,47,19
iq,2011,48,23
iq,2011,49,22
iq,2011,50,17
iq,2011,51,12
iq,2012,52,11
iq,2012,1,15
iq,2012,2,20
iq,2012,3,21
iq,2012,4,20
iq,2012,5,19
iq,2012,6,18
iq,2012,7,18
iq,2012,8,17
iq,2012,9,15
iq,2012,10,12
iq,2012,11,11
iq,2012,12,12
iq,2012,13,12
iq,2012,14,11
iq,2012,15,10
iq,2012,16,10
iq,2012,17,10
iq,2012,18,10
iq,2012,19,10
iq,2012,20,9
iq,2012,21,9
iq,2012,22,9
iq,2012,23,9
iq,2012,24,8
iq,2012,25,7
iq,2012,26,8
iq,2012,27,8
iq,2012,28,9
iq,2012,29,8
iq,2012,30,8
iq,2012,31,8
iq,2012,32,9
iq,2012,33,9
iq,2012,34,9
iq,2012,35,9
iq,2012,36,10
iq,2012,37,12
iq,2012,38,13
iq,2012,39,14
iq,2012,40,15
iq,2012,41,17
iq,2012,42,18
iq,2012,43,18
iq,2012,44,16
iq,2012,45,14
iq,2012,46,15
iq,2012,47,19
iq,2012,48,23
iq,2012,49,23
iq,2012,50,18
iq,2012,51,13
iq,2013,1,12
iq,2013,2,16
iq,2013,3,21
iq,2013,4,22
iq,2013,5,21
iq,2013,6,19
iq,2013,7,19
iq,2013,8,19
iq,2013,9,18
iq,2013,10,15
iq,2013,11,13
iq,2013,12,12
iq,2013,13,12
iq,2013,14,13
iq,2013,15,12
iq,2013,16,11
iq,2013,17,11
iq,2013,18,11
iq,2013,19,11
iq,2013,20,10
iq,2013,21,10
iq,2013,22,9
iq,2013,23,9
iq,2013,24,9
iq,2013,25,9
iq,2013,26,8
